gene,n_miss,pct_miss,mean_intensity,classification,imputation_reliable,group_miss_pval
EIF3H,14,22.58064516129032,15.828943928671224,MNAR,TRUE,0.006496751624187906
BCAT2,1,1.6129032258064515,20.954590434315563,MAR,TRUE,NA
STX7,7,11.29032258064516,17.039613990439868,MAR,TRUE,NA
SLC16A3,3,4.838709677419355,20.293807482779993,MAR,TRUE,NA
YKT6,4,6.451612903225806,19.021722925454366,MAR,TRUE,NA
ARPC5,24,38.70967741935484,17.792340120630172,MNAR,TRUE,0.08495752123938032
TAPBP,34,54.83870967741935,15.366010895466669,MNAR,FALSE,4.997501249375312e-4
DHX15,19,30.64516129032258,16.62317283978454,MNAR,TRUE,0.04247876061969016
CYB5B,4,6.451612903225806,21.284902960456865,MAR,TRUE,NA
NDUFS4,0,0,24.695432705640936,Complete,TRUE,NA
DYNC1LI2,9,14.516129032258066,16.669732358600413,MNAR,TRUE,0.01699150424787606
PSMD3,0,0,19.989198444221564,Complete,TRUE,NA
RASA4,18,29.03225806451613,19.744009704530473,MAR,TRUE,NA
HNRNPR,1,1.6129032258064515,19.251803387793245,MAR,TRUE,NA
TXNL1,0,0,21.097390184085643,Complete,TRUE,NA
TPD52L2,1,1.6129032258064515,19.98749402315243,MAR,TRUE,NA
ERI3,8,12.903225806451612,18.918959888197787,MAR,TRUE,NA
AKR7A2,0,0,21.108419448140868,Complete,TRUE,NA
LAT,0,0,24.530033905444096,Complete,TRUE,NA
DENR,0,0,20.954403944488845,Complete,TRUE,NA
DNPH1,1,1.6129032258064515,21.723303545509342,MAR,TRUE,NA
TIMM44,0,0,20.845785400974865,Complete,TRUE,NA
TRAPPC3,43,69.35483870967742,16.108324941399367,MNAR,FALSE,0.010994502748625687
CHMP2A,1,1.6129032258064515,19.420413682910834,MAR,TRUE,NA
NDUFB5,0,0,23.458916660178602,Complete,TRUE,NA
NDUFB3,0,0,23.911759498629664,Complete,TRUE,NA
NDUFA2,0,0,24.5529791193806,Complete,TRUE,NA
BUB3,28,45.16129032258064,16.0520710312294,MNAR,TRUE,4.997501249375312e-4
ACTN4,0,0,24.39697576505684,Complete,TRUE,NA
GSTZ1,12,19.35483870967742,19.946673206288807,MAR,TRUE,NA
PRKAB2,0,0,19.8986649738771,Complete,TRUE,NA
AP1G1,30,48.38709677419355,16.55654909712602,MNAR,TRUE,4.997501249375312e-4
SYNGR2,11,17.741935483870968,20.204464998002695,MAR,TRUE,NA
SGTA,0,0,22.270347645569803,Complete,TRUE,NA
ENSA,3,4.838709677419355,21.59603273188457,MAR,TRUE,NA
SLC25A20,0,0,20.90547483067009,Complete,TRUE,NA
NARS1,5,8.064516129032258,20.29787220421072,MAR,TRUE,NA
LANCL1,0,0,21.536497402218483,Complete,TRUE,NA
SLC37A4,2,3.225806451612903,18.56179341710113,MAR,TRUE,NA
IDH3B,0,0,22.761633592011677,Complete,TRUE,NA
CALU,0,0,21.563567808245065,Complete,TRUE,NA
AHCYL1,0,0,19.536637140637318,Complete,TRUE,NA
NDUFS5,0,0,22.68659721060378,Complete,TRUE,NA
TIMM8A,14,22.58064516129032,19.694832366711356,MAR,TRUE,NA
PPP1R12B,29,46.774193548387096,15.585999479324407,MNAR,TRUE,0.24237881059470265
PRPSAP2,4,6.451612903225806,22.9581706367914,MAR,TRUE,NA
SPAG9,9,14.516129032258066,15.833734336869869,MNAR,TRUE,0.11044477761119441
OPA1,0,0,21.039779047567645,Complete,TRUE,NA
TBC1D4,17,27.419354838709676,17.52292327253825,MNAR,TRUE,0.001999000499750125
SNX3,0,0,20.76773889125087,Complete,TRUE,NA
SYNCRIP,11,17.741935483870968,18.608920300695296,MAR,TRUE,NA
SELENOF,42,67.74193548387096,13.632429676724438,MNAR,FALSE,4.997501249375312e-4
KLHL41,0,0,25.34062689264519,Complete,TRUE,NA
PLIN3,0,0,23.653682170907352,Complete,TRUE,NA
KPNA6,17,27.419354838709676,19.994000827565827,MAR,TRUE,NA
SNX2,4,6.451612903225806,19.084794657088597,MAR,TRUE,NA
USO1,0,0,22.558281828957746,Complete,TRUE,NA
TOM1,0,0,22.498798583324724,Complete,TRUE,NA
PFKFB2,7,11.29032258064516,20.00053943686073,MAR,TRUE,NA
EDF1,0,0,20.02199902110298,Complete,TRUE,NA
DNAJA2,0,0,22.855391747453638,Complete,TRUE,NA
CUTA,0,0,21.95093380316781,Complete,TRUE,NA
PFDN1,4,6.451612903225806,19.51127205905644,MAR,TRUE,NA
NOL3,0,0,21.62926879580469,Complete,TRUE,NA
WDR1,0,0,23.684079456428645,Complete,TRUE,NA
LDB3,0,0,27.057603167223956,Complete,TRUE,NA
CLASP2,20,32.25806451612903,17.039157856226137,MNAR,TRUE,4.997501249375312e-4
COBL,32,51.61290322580645,17.822993331423174,MNAR,FALSE,0.026486756621689155
CPNE3,1,1.6129032258064515,19.02537075243746,MAR,TRUE,NA
CLUH,34,54.83870967741935,17.21690434260342,MNAR,FALSE,0.01199400299850075
CAND2,0,0,22.95106668900291,Complete,TRUE,NA
COQ9,0,0,25.040792699881745,Complete,TRUE,NA
GGCT,0,0,20.969724189857754,Complete,TRUE,NA
NDUFS7,0,0,22.692088954946474,Complete,TRUE,NA
RTN2,0,0,25.93743208639116,Complete,TRUE,NA
NDUFS2,0,0,24.603951355881325,Complete,TRUE,NA
NIPSNAP2,0,0,25.824202710823048,Complete,TRUE,NA
CILP,36,58.06451612903226,17.966301205212403,MNAR,FALSE,4.997501249375312e-4
TBCA,0,0,21.553034684722252,Complete,TRUE,NA
ATP6V1G1,9,14.516129032258066,16.8831008177337,MAR,TRUE,NA
VPS4B,25,40.32258064516129,18.866901373471535,MNAR,TRUE,0.0014992503748125937
SH3BGRL,7,11.29032258064516,17.089184252074066,MAR,TRUE,NA
FLNB,0,0,25.565636808887433,Complete,TRUE,NA
NDUFS6,0,0,24.38084217534695,Complete,TRUE,NA
CS,0,0,26.51225378355643,Complete,TRUE,NA
SEC22B,0,0,18.326618473276014,Complete,TRUE,NA
MTX2,0,0,21.491386905721654,Complete,TRUE,NA
VPS26A,5,8.064516129032258,18.690602449948866,MAR,TRUE,NA
NDUFB1,4,6.451612903225806,23.13539043091336,MAR,TRUE,NA
PMPCB,10,16.129032258064516,20.031275569169892,MAR,TRUE,NA
NDUFS3,0,0,24.00583250197628,Complete,TRUE,NA
ECI2,0,0,23.712928248964566,Complete,TRUE,NA
BANF1,0,0,22.836226233391464,Complete,TRUE,NA
CSDE1,0,0,19.5785946202732,Complete,TRUE,NA
PRKRA,12,19.35483870967742,18.339649251389503,MAR,TRUE,NA
LYPLA1,0,0,21.834412566730858,Complete,TRUE,NA
TIPRL,4,6.451612903225806,19.90543169821267,MAR,TRUE,NA
PPM1B,5,8.064516129032258,17.82046553890236,MAR,TRUE,NA
SLC25A12,0,0,25.128094026679864,Complete,TRUE,NA
TCEA3,26,41.935483870967744,17.482383008635157,MNAR,TRUE,4.997501249375312e-4
EIF3G,0,0,19.875816085478654,Complete,TRUE,NA
EIF3J,0,0,22.850389797427077,Complete,TRUE,NA
PSMD10,6,9.67741935483871,20.66905928538577,MAR,TRUE,NA
IDH1,0,0,22.6089509463041,Complete,TRUE,NA
SCO1,20,32.25806451612903,22.878369218960504,MAR,TRUE,NA
ALDH1L1,0,0,21.302569139133308,Complete,TRUE,NA
ARL6IP5,0,0,24.28517616846086,Complete,TRUE,NA
DYSF,0,0,23.22547632678095,Complete,TRUE,NA
PIAS2,0,0,23.96550521845034,Complete,TRUE,NA
DCTN3,28,45.16129032258064,17.20430054076372,MNAR,TRUE,0.0239880059970015
ATP5PD,0,0,26.126183904742465,Complete,TRUE,NA
FLOT1,5,8.064516129032258,18.98897766915705,MAR,TRUE,NA
ATP5MG,0,0,26.00324250857913,Complete,TRUE,NA
GLRX3,0,0,18.917943866032836,Complete,TRUE,NA
SNCG,40,64.51612903225806,16.026780191182763,MNAR,FALSE,4.997501249375312e-4
DDAH1,0,0,22.32109177914105,Complete,TRUE,NA
TPPP,40,64.51612903225806,16.034725313088174,MNAR,FALSE,4.997501249375312e-4
BAIAP3,2,3.225806451612903,23.087398337045,MAR,TRUE,NA
TOMM70,1,1.6129032258064515,19.773126245505416,MAR,TRUE,NA
UFL1,3,4.838709677419355,16.165026006389212,MAR,TRUE,NA
TMEM63A,5,8.064516129032258,19.784807140486215,MAR,TRUE,NA
PLPBP,0,0,20.261184185531835,Complete,TRUE,NA
ERLIN2,0,0,23.56003286321412,Complete,TRUE,NA
ENDOD1,0,0,21.11525113683099,Complete,TRUE,NA
SEC31A,16,25.806451612903224,18.251561055670724,MNAR,TRUE,4.997501249375312e-4
NDUFB6,0,0,22.265405833754123,Complete,TRUE,NA
MFN2,10,16.129032258064516,17.734574176191412,MAR,TRUE,NA
NDUFA3,0,0,22.560687075996523,Complete,TRUE,NA
NDUFB4,0,0,24.028609575573366,Complete,TRUE,NA
NDUFB8,0,0,23.559148996592057,Complete,TRUE,NA
NDUFA7,0,0,23.369387143430277,Complete,TRUE,NA
RTN3,12,19.35483870967742,19.138771953329208,MAR,TRUE,NA
LETM1,0,0,21.15157208356563,Complete,TRUE,NA
STBD1,0,0,24.209034142320302,Complete,TRUE,NA
ZRANB2,16,25.806451612903224,20.153489819521607,MAR,TRUE,NA
EPM2A,6,9.67741935483871,20.46641413896287,MAR,TRUE,NA
VAPB,0,0,23.350851051313334,Complete,TRUE,NA
NDUFC2,0,0,23.15579790916922,Complete,TRUE,NA
NDUFA10,0,0,24.17489847051185,Complete,TRUE,NA
PGLS,7,11.29032258064516,17.6325022820699,MAR,TRUE,NA
TACC2,6,9.67741935483871,18.06874472829234,MAR,TRUE,NA
LYPLA2,22,35.483870967741936,19.96259511969339,MAR,TRUE,NA
IPO7,0,0,20.14944554444468,Complete,TRUE,NA
ARIH2,20,32.25806451612903,19.245680338111146,MNAR,TRUE,4.997501249375312e-4
PGM3,4,6.451612903225806,17.317797236950216,MAR,TRUE,NA
SVIL,12,19.35483870967742,17.599734674431804,MAR,TRUE,NA
AHSA1,4,6.451612903225806,19.123945728145994,MAR,TRUE,NA
H6PD,3,4.838709677419355,18.82309204311244,MAR,TRUE,NA
MPC2,0,0,22.7843070410995,Complete,TRUE,NA
ETHE1,25,40.32258064516129,17.40966324063875,MNAR,TRUE,9.995002498750624e-4
ACSL3,0,0,22.21425562256992,Complete,TRUE,NA
ASMTL,33,53.2258064516129,17.63841570681922,MNAR,FALSE,4.997501249375312e-4
CDS2,10,16.129032258064516,18.454862139814882,MAR,TRUE,NA
SNAP29,33,53.2258064516129,16.511016987346594,MNAR,FALSE,4.997501249375312e-4
OXSR1,0,0,20.635679119942314,Complete,TRUE,NA
LSM8,16,25.806451612903224,18.947402868913084,MAR,TRUE,NA
AP2A1,11,17.741935483870968,19.231090359652004,MAR,TRUE,NA
CAVIN2,0,0,19.747786156383313,Complete,TRUE,NA
BAG2,14,22.58064516129032,14.609477243484777,MNAR,TRUE,0.08595702148925537
BAG3,0,0,23.393256803794205,Complete,TRUE,NA
MLYCD,19,30.64516129032258,16.67501998445484,MNAR,TRUE,4.997501249375312e-4
AIFM1,0,0,24.278402853143458,Complete,TRUE,NA
EML2,8,12.903225806451612,20.50605304203996,MAR,TRUE,NA
BPNT1,1,1.6129032258064515,18.374940748486353,MAR,TRUE,NA
DDAH2,6,9.67741935483871,16.209262605298257,MAR,TRUE,NA
ABHD16A,29,46.774193548387096,14.874566938888593,MNAR,TRUE,0.0034982508745627187
TXNDC12,40,64.51612903225806,19.117013086023107,MNAR,FALSE,0.0014992503748125937
NUDT3,3,4.838709677419355,18.227119100606533,MAR,TRUE,NA
NDUFB10,0,0,24.83905060660864,Complete,TRUE,NA
CLPTM1,36,58.06451612903226,15.920794996345395,MNAR,FALSE,9.995002498750624e-4
MOCS2,16,25.806451612903224,18.456469694584104,MAR,TRUE,NA
TOMM40,1,1.6129032258064515,18.82353668425267,MAR,TRUE,NA
PEX11B,24,38.70967741935484,15.095758409886187,MNAR,TRUE,0.005497251374312844
CYB5A,14,22.58064516129032,17.11047433753259,MNAR,TRUE,0.044977511244377814
ADH1B,1,1.6129032258064515,21.34651629897381,MAR,TRUE,NA
LDHA,0,0,29.158558826437233,Complete,TRUE,NA
ALDH1A1,0,0,23.862171145334504,Complete,TRUE,NA
GLUD1,0,0,21.666701367811626,Complete,TRUE,NA
CYB5R3,0,0,24.52329020476217,Complete,TRUE,NA
GSR,0,0,21.343499169247973,Complete,TRUE,NA
MT-CO1,6,9.67741935483871,21.6284648683944,MAR,TRUE,NA
MT-CO2,0,0,26.94477988327071,Complete,TRUE,NA
MT-CO3,5,8.064516129032258,22.674288228054724,MAR,TRUE,NA
SOD1,0,0,26.141775760318193,Complete,TRUE,NA
CP,8,12.903225806451612,20.96072915531492,MAR,TRUE,NA
F13A1,17,27.419354838709676,18.070589435275597,MNAR,TRUE,4.997501249375312e-4
HPRT1,6,9.67741935483871,18.18683746022571,MAR,TRUE,NA
GOT2,0,0,27.3599601135521,Complete,TRUE,NA
PGK1,0,0,29.023413816693004,Complete,TRUE,NA
AK1,0,0,28.866716667784466,Complete,TRUE,NA
HP,0,0,24.15789133574005,Complete,TRUE,NA
CFB,5,8.064516129032258,19.36618014661223,MAR,TRUE,NA
MT-ATP6,0,0,25.30783169276842,Complete,TRUE,NA
CA2,0,0,27.373103345751773,Complete,TRUE,NA
ASS1,23,37.096774193548384,19.662925355842763,MNAR,TRUE,9.995002498750624e-4
SERPINA1,0,0,25.614151596287673,Complete,TRUE,NA
SERPINA3,1,1.6129032258064515,21.833520734096382,MAR,TRUE,NA
AGT,10,16.129032258064516,19.21001331677567,MAR,TRUE,NA
A2M,0,0,23.15199259324786,Complete,TRUE,NA
C3,0,0,22.952211093970433,Complete,TRUE,NA
CST3,1,1.6129032258064515,20.129280288721038,MAR,TRUE,NA
CSTA,18,29.03225806451613,18.219921560338573,MNAR,TRUE,0.5467266366816592
JCHAIN,23,37.096774193548384,16.48116117715116,MNAR,TRUE,4.997501249375312e-4
IGKV3-20,13,20.967741935483872,20.102212576331457,MAR,TRUE,NA
IGHV3-7,2,3.225806451612903,19.23306360005472,MAR,TRUE,NA
IGKC,0,0,26.55089330501947,Complete,TRUE,NA
IGHG1,0,0,26.110806569329416,Complete,TRUE,NA
IGHG2,0,0,24.581570147410375,Complete,TRUE,NA
IGHG3,0,0,21.491493645019,Complete,TRUE,NA
IGHM,0,0,21.592070779950504,Complete,TRUE,NA
IGHA1,0,0,23.1373081780052,Complete,TRUE,NA
HLA-B,19,30.64516129032258,15.557648498984133,MNAR,TRUE,4.997501249375312e-4
HLA-DRB1,11,17.741935483870968,19.778379273222384,MAR,TRUE,NA
MB,0,0,33.605519888194046,Complete,TRUE,NA
COL1A1,6,9.67741935483871,20.050835454023808,MAR,TRUE,NA
COL3A1,3,4.838709677419355,21.1815233695313,MAR,TRUE,NA
COL4A1,5,8.064516129032258,21.38352833649298,MAR,TRUE,NA
CRYAB,0,0,29.723603537014778,Complete,TRUE,NA
KRT14,1,1.6129032258064515,21.74029349209695,MAR,TRUE,NA
LMNA,0,0,22.92785557302045,Complete,TRUE,NA
TNNC2,0,0,27.809167323001535,Complete,TRUE,NA
APOE,16,25.806451612903224,16.799924073128153,MNAR,TRUE,4.997501249375312e-4
APOC2,11,17.741935483870968,19.366782256124793,MAR,TRUE,NA
LRG1,17,27.419354838709676,18.372696055510232,MNAR,TRUE,0.0024987506246876563
FN1,37,59.67741935483871,17.067815065719163,MNAR,FALSE,4.997501249375312e-4
RBP4,28,45.16129032258064,20.396937914885168,MNAR,TRUE,4.997501249375312e-4
ORM1,0,0,24.12958631086166,Complete,TRUE,NA
TTR,0,0,22.882648211265238,Complete,TRUE,NA
ALB,0,0,30.06778938262758,Complete,TRUE,NA
TFRC,18,29.03225806451613,16.772374579168282,MNAR,TRUE,0.7851074462768616
TF,0,0,25.404583501254322,Complete,TRUE,NA
FTL,7,11.29032258064516,21.410260110640913,MAR,TRUE,NA
FTH1,0,0,25.46954855629304,Complete,TRUE,NA
MT2A,0,0,21.729627967038166,Complete,TRUE,NA
MT-ND1,0,0,23.25854662308496,Complete,TRUE,NA
MT-ND2,13,20.967741935483872,20.038426866097605,MAR,TRUE,NA
MT-ND3,0,0,20.444767779708847,Complete,TRUE,NA
MT-ND4,0,0,21.38315787593195,Complete,TRUE,NA
MT-ND5,0,0,23.12429745437282,Complete,TRUE,NA
MT-ATP8,0,0,22.958978773203246,Complete,TRUE,NA
CAT,0,0,22.45105861100701,Complete,TRUE,NA
ALDOA,0,0,31.48115525106068,Complete,TRUE,NA
CSTB,0,0,24.380663428751326,Complete,TRUE,NA
ANXA1,0,0,21.852437154827964,Complete,TRUE,NA
SOD2,0,0,25.119179410015473,Complete,TRUE,NA
KRT1,0,0,25.524909270996286,Complete,TRUE,NA
VWF,37,59.67741935483871,17.11755916167257,MNAR,FALSE,0.001999000499750125
GAPDH,0,0,31.394779061969498,Complete,TRUE,NA
HLA-A,0,0,18.240597332169035,Complete,TRUE,NA
CAPNS1,0,0,23.07204339625423,Complete,TRUE,NA
HSPB1,0,0,29.53607630924914,Complete,TRUE,NA
RPN1,0,0,21.348754019760875,Complete,TRUE,NA
RPN2,1,1.6129032258064515,20.136517043314605,MAR,TRUE,NA
GNAI2,0,0,21.830035238665815,Complete,TRUE,NA
ATP1A1,0,0,23.231697834282926,Complete,TRUE,NA
ATP1B1,0,0,22.828003149169376,Complete,TRUE,NA
APOD,0,0,21.71686745156196,Complete,TRUE,NA
ALDH2,0,0,23.36407680629534,Complete,TRUE,NA
S100A8,0,0,21.68869743995609,Complete,TRUE,NA
SLC25A5,0,0,27.755901556879284,Complete,TRUE,NA
SERPING1,9,14.516129032258066,19.626847270868765,MAR,TRUE,NA
PCCA,3,4.838709677419355,19.181243627458077,MAR,TRUE,NA
PCCB,6,9.67741935483871,18.300005301929293,MAR,TRUE,NA
EIF2S1,0,0,21.905099127703764,Complete,TRUE,NA
RPLP1,0,0,21.10756250414746,Complete,TRUE,NA
RPLP2,0,0,22.965142637895624,Complete,TRUE,NA
RPLP0,0,0,21.26409771121368,Complete,TRUE,NA
FABP3,0,0,28.974083458333737,Complete,TRUE,NA
CLEC3B,15,24.193548387096776,18.67845819284368,MAR,TRUE,NA
SSB,14,22.58064516129032,16.550245323114638,MNAR,TRUE,0.4992503748125937
ITGB1,0,0,20.17476698621093,Complete,TRUE,NA
KRT18,0,0,24.88452064744932,Complete,TRUE,NA
KRT8,0,0,23.422913464505186,Complete,TRUE,NA
MYL1,0,0,30.39586821046543,Complete,TRUE,NA
GSN,0,0,23.54378081119738,Complete,TRUE,NA
PTMA,16,25.806451612903224,15.019556674755652,MNAR,TRUE,4.997501249375312e-4
ATP5F1B,0,0,28.425444397186777,Complete,TRUE,NA
S100A9,1,1.6129032258064515,21.648967903917253,MAR,TRUE,NA
S100A6,2,3.225806451612903,24.837776915883232,MAR,TRUE,NA
EIF4E,4,6.451612903225806,20.492350253636182,MAR,TRUE,NA
CKM,0,0,32.37978332811275,Complete,TRUE,NA
ENO1,0,0,29.93052292585217,Complete,TRUE,NA
PYGL,2,3.225806451612903,24.346049975223163,MAR,TRUE,NA
GPI,0,0,27.453727346079894,Complete,TRUE,NA
NPM1,0,0,22.112511488196343,Complete,TRUE,NA
TPM3,0,0,25.629454670614194,Complete,TRUE,NA
EPHX1,0,0,23.460190635910735,Complete,TRUE,NA
DBI,0,0,25.436127337063546,Complete,TRUE,NA
LDHB,0,0,25.070630096414764,Complete,TRUE,NA
GPX1,0,0,21.745364039478087,Complete,TRUE,NA
P4HB,0,0,24.3706824185164,Complete,TRUE,NA
H1-0,0,0,22.63287152469481,Complete,TRUE,NA
CTSD,0,0,23.260161762700527,Complete,TRUE,NA
ANXA2,0,0,24.432784428061982,Complete,TRUE,NA
CAPN1,0,0,22.836853935588426,Complete,TRUE,NA
TUBB,0,0,26.250789796511995,Complete,TRUE,NA
CA3,0,0,30.951764430313098,Complete,TRUE,NA
DCN,0,0,23.37710861090807,Complete,TRUE,NA
PSAP,0,0,24.137611604208203,Complete,TRUE,NA
PFN1,0,0,25.4995317582112,Complete,TRUE,NA
BPGM,0,0,21.345729914750656,Complete,TRUE,NA
APRT,0,0,21.952818583511604,Complete,TRUE,NA
EPRS1,0,0,21.485594461126226,Complete,TRUE,NA
CTSB,1,1.6129032258064515,20.18777487172092,MAR,TRUE,NA
HSP90AA1,0,0,25.932111958647983,Complete,TRUE,NA
UQCRH,0,0,25.046259997488665,Complete,TRUE,NA
TPM2,0,0,27.354956631197318,Complete,TRUE,NA
FH,0,0,25.279626840009247,Complete,TRUE,NA
COL1A2,2,3.225806451612903,19.553106942004057,MAR,TRUE,NA
ANXA6,0,0,26.65574929480813,Complete,TRUE,NA
PFKM,0,0,27.62879937490789,Complete,TRUE,NA
HSP90AB1,0,0,24.773080475816506,Complete,TRUE,NA
SOD3,23,37.096774193548384,18.481648033869078,MNAR,TRUE,0.012993503248375811
CTSG,38,61.29032258064516,17.977723674882004,MNAR,FALSE,9.995002498750624e-4
PDHA1,0,0,25.581490502068245,Complete,TRUE,NA
COL4A2,1,1.6129032258064515,21.34073674832796,MAR,TRUE,NA
CYC1,0,0,26.875914403719825,Complete,TRUE,NA
MYL3,0,0,28.02749636103034,Complete,TRUE,NA
CFH,5,8.064516129032258,18.661133101616212,MAR,TRUE,NA
SNRNP70,44,70.96774193548387,14.615589337399955,MNAR,FALSE,4.997501249375312e-4
NFIC,11,17.741935483870968,18.417661773956095,MAR,TRUE,NA
VIM,0,0,24.849910234486096,Complete,TRUE,NA
SERPINF2,10,16.129032258064516,18.27610322907145,MAR,TRUE,NA
RPS17,5,8.064516129032258,20.814901531835844,MAR,TRUE,NA
KRT19,0,0,25.173248425589023,Complete,TRUE,NA
ANXA5,0,0,23.86532267975991,Complete,TRUE,NA
RPSA,0,0,22.2203836795234,Complete,TRUE,NA
SNRPA,11,17.741935483870968,18.32034574457473,MAR,TRUE,NA
ENO2,0,0,30.075812470357096,Complete,TRUE,NA
ACAA1,0,0,20.039937948712744,Complete,TRUE,NA
GSTP1,0,0,25.344923435053843,Complete,TRUE,NA
LGALS1,0,0,26.539116634184538,Complete,TRUE,NA
QDPR,0,0,23.90619758108717,Complete,TRUE,NA
HMGB1,0,0,21.43451561262161,Complete,TRUE,NA
FBP1,0,0,25.808106861844422,Complete,TRUE,NA
GSTM1,21,33.87096774193548,22.384632977048998,MAR,TRUE,NA
TPM1,0,0,28.425585338703982,Complete,TRUE,NA
CLTB,2,3.225806451612903,18.98452692748479,MAR,TRUE,NA
