uniprot_id,protein,gene,description,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S07_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",19.06472464436407,19.607346917362978,20.685625771500504,20.848647542686987,18.83797401690341,19.50360316930527,19.23726532792156,19.29911812269077,18.919650225417737,19.938380807846514,19.433374714743326,19.299687673425098,19.170810683870688,20.790520475112498,19.47215746876745,20.558655436991064,20.261041757662323,20.59345002566615,19.992880773538293,20.093172378212017,20.656514982160363,20.644525265652593,18.882906690240404,18.849701520293294,20.840748265885644,20.562897504642272,20.69015904666296,19.637369223226404,19.548697945276157,19.969999800674753,19.131096663663676,20.468172744126942,20.5484874593411,19.744132579007825,19.26420057216401,19.831292276376143,20.826590398037943,21.118389426477084,20.58725864177208,19.882734583849953,19.668230082345215,19.276440997893435,19.771743249744087,19.729351707662982,19.673591740025294,19.997586954678564,19.992317934960777,20.9827284026586,20.7496765731984,20.836767369589214,20.60304100557109,22.174367140777505,20.381797411308707,21.313377859150524,19.787947606540047,20.64172306463691,21.11548367883624,20.56631735830154,20.826213155876584,20.483527643427927,20.497475086184835,21.422700289734696
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,21.323990834309058,20.51608906420877,20.808616963471213,20.18071926292983,20.461615787707863,20.916876256532145,20.1273414268569,20.588835644479335,20.812275696128,20.744854058181307,20.149242521447555,20.986805344604843,21.031029482678644,20.92668214926207,20.912692232875425,20.880938779780724,20.921855377141135,20.20906196645853,20.464793116030854,20.173797950047053,20.925135627541216,20.57172602052674,20.069425982583432,20.860190028144412,20.710396334235693,20.853861142497216,20.804957535369688,20.72913458438551,21.18312907581384,20.79764461676084,21.10745299651866,21.569691782767382,20.669658783305177,21.190228651900632,20.985822070367362,20.68635112053216,20.813612858164806,21.058199841672035,21.100523821019248,21.39376101947014,21.085608380815557,21.5923270359171,21.414879590672406,21.58576142646487,21.380659173097488,21.26210840765921,20.578770319735742,21.291979510815803,20.634415211866724,20.7309034668031,21.098744624430033,20.897784806978585,21.24920144227568,20.708705052586605,20.869082088864516,20.896763558357566,21.18241588132559,20.83752567900125,21.351432552110197,21.227933234530905,21.04604540337584,21.359952615311926
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,23.601173222454367,22.98087124067778,22.764004253804263,23.31289435790247,22.514721055703912,23.21158474055646,22.9253029699488,22.817267563206325,23.179372656843626,23.07179007716287,23.08384015646914,23.206395021958695,23.098398868730996,23.266586194472072,22.85940663564873,23.67802525682087,22.803309856521693,22.81991484856454,23.364467457603375,22.869433913733783,22.685396915037256,22.85390970668636,22.827184697868432,23.19232368920293,23.22087091440032,22.819424214803753,23.315181963226465,23.1242404775842,23.217940051298985,23.035263738656116,22.80951467393965,23.355677669682475,22.67152294871106,22.503179314753197,23.111067692830343,22.68058278639491,23.264957682407235,22.924163034469565,23.185472834430175,22.3504417480402,23.122962889949505,22.750311051821924,23.231315089641825,23.09296365901564,22.908760319923086,23.207692076356672,22.922375913114493,23.419858946260533,22.946915840197875,22.766091593264957,23.060357551432418,23.11332872838955,23.03619014582572,23.04285190615044,23.082648503204176,22.811791232220557,23.0192395414959,22.908341201928177,23.29715066476598,22.87104265605008,23.104692931544285,22.909569991515472
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,19.79522567257266,21.402275853744438,20.214909182548706,20.329912725311644,21.449533115981275,20.979554875772006,20.451822027976213,20.917762955528804,21.566006871001726,21.46048764419476,20.38406157810614,20.100189627961605,22.674812808887673,21.936382226759097,21.51387031933627,20.012014416484437,20.82160718586189,20.4147273722754,20.217470104982475,21.67493121618754,20.668178456756177,20.544153772973313,20.725115666361862,21.40728965825543,21.53151925883726,21.26308254574191,19.121604607162585,20.953454324343863,20.94569722889799,20.88502736990032,20.322618879110582,19.324769767881296,20.97929967654749,20.120304749788037,19.274715501700314,19.503845755915272,19.261962406666914,20.62215391352247,20.527451682486895,20.760612977038754,20.556138398849445,20.496156629614298,19.4922314720483,20.207372401632046,20.46410643637332,20.570571273574437,21.230369847856704,19.749533979072122,21.18292061263151,20.39923102120991,18.5882293427852,19.264406970310397,19.722790480826543,20.36083614862397,20.329572622908007,21.201464988130002,20.536047217877833,20.83128849722874,20.493617719161676,20.592542749913346,21.56298555297033,20.853681647007637
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,21.338269141223417,21.83826616443408,21.695862109237517,21.244759592242954,21.758742038538394,21.284317145074763,22.000352295811776,21.64820403414992,21.82500582448187,21.51232652120093,20.899854479242745,21.93091671154319,21.328138456919113,21.82601860504692,21.467396081547328,21.772952548684685,21.10067190726952,21.703947609806015,20.866617205830956,21.58062094168016,21.193577918612792,21.62653568170509,21.315462654725703,21.552622740500748,20.88554645353531,21.463990949294395,21.944703403477593,22.201772761294077,21.38259624179052,21.081478925553903,21.801125361062375,22.28180498634929,21.383539989556667,22.238921459545885,20.955935204959573,22.09973891085671,22.356342480664782,21.977831664662475,21.96875333054248,21.538853602494775,20.786407796539653,21.872285664249578,22.046206054654206,21.73526185604899,21.91384126787215,22.69995321141789,21.550339394013488,22.104658282009108,20.554669959721657,22.147270556275803,21.079564618064772,21.74842217027581,21.581472034060127,21.747310054752493,22.348550368335104,21.58750180401491,21.80195496545879,21.985198841827017,20.90485686809161,21.950863699088668,21.519580384294365,22.25044453973883
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",23.36389142585837,23.95396615707175,23.061603180973687,21.41597470158215,24.020130557796374,22.28022466907334,23.834031033062654,23.847132782819155,23.393619711910752,23.47129188371494,23.69483729871958,23.721916738783293,23.49927006331213,23.227711025544792,23.321045324594227,22.50222957169855,23.340815732737397,22.63570023897321,21.854249920343815,23.564357239391892,22.72482080931486,23.0637734844008,24.270878936180143,22.91198562040341,22.791345407816777,23.495002305134022,22.84864938439133,23.979464504728597,24.096206347560205,23.840004501028226,23.214496119146464,23.772911446858352,23.769465413086017,23.70170426845519,23.452413561729458,24.008701632449252,21.261488476987576,23.75987689369424,23.848011054109023,24.403990623839903,23.245348817056374,23.88548294144963,23.321628906533576,23.57363341428672,23.673690224649484,23.643089126269224,23.142279955206824,23.78623272167749,23.052218922926155,23.43896174282401,22.91834045480279,23.326754355100626,22.86161376462541,24.059598044363895,23.93502335156246,24.256016650330363,22.82450371037899,24.444853574055912,24.13596144082492,23.208002538684816,24.16403210647984,23.54934863864304
O00399,DCTN6_HUMAN,DCTN6,Dynactin subunit 6,16.646674690749812,17.30827220463678,17.140472496299058,17.413140994681704,16.60316720876166,17.195167691636634,15.72024659698276,16.116758571568973,16.59529120541285,16.03427606743688,16.422069533755725,16.33292908830668,17.403749103278056,17.404722464552997,17.954318500330423,16.666957152720176,17.90826153919914,17.596073516471964,17.20096173012158,17.27109856637201,17.438409282736465,16.5084310456619,16.84224247043912,16.83891481187829,17.147714243831192,17.0854340099527,16.727321937169396,16.114103216995062,15.787025978952247,16.725386991120153,16.89469295463166,16.747079984419223,16.79873602163787,17.030304144119143,18.65219439874844,18.15150145711426,17.064569141307704,16.95537836883932,17.279890160091284,16.99421018364592,17.879811242503436,16.94833761622482,17.77559661816314,16.981715892402452,16.64047055745691,17.33899083146404,16.559277053203296,17.167521080103867,16.953162829401517,16.597410489414326,17.63472055023153,18.418649470180384,17.03601446417135,16.832651063038465,16.799488656476434,16.995971745452156,17.36404170208626,16.963220815830407,17.082776853818483,17.327495558534043,16.59020798597236,17.246356820084713
O00410,IPO5_HUMAN,IPO5,Importin-5,20.54919009661848,20.85893788213986,20.06592917118922,20.88648398711708,20.792849584832304,21.02018512019865,20.74588839514934,19.48831996017887,20.794321332296917,20.101392277365218,21.281497388938895,20.804226600194895,19.76737546098105,20.01862584765071,18.610269865259887,21.30314966847589,20.07329342784185,19.5730208631808,22.02351116253068,19.599050810079113,21.00614003316224,20.028764875748095,20.429810042748517,20.290654505394905,20.869252570897107,20.29518384979706,21.41944809610564,21.565179151294448,20.00556083371794,20.96023234168876,20.78366932350354,19.929257838160613,20.51156099501217,21.02534585558344,19.247813153082184,19.28727424434049,19.28385949974233,20.011653830579156,20.3171756805675,19.49222165125743,20.438666722198573,21.41367751416583,20.027204193903792,19.624187807660604,20.108930577077913,19.490853582865814,20.346800840744187,20.15824200922439,21.201625046185544,20.283740625069417,20.505163902442963,21.02863845849691,20.60875529420476,20.662610399561565,20.347600396367973,20.07818824698504,20.79719968487822,21.35802657945075,20.46147027787567,19.388021984036868,20.86263111659512,19.29103073861228
O00418,EF2K_HUMAN,EEF2K,Eukaryotic elongation factor 2 kinase,23.112910339060168,23.48443177884412,23.545824946894633,23.396810597305286,23.731493003798853,23.28268074266867,23.44783321881191,23.54083840247515,23.325959981389005,23.449548699557702,23.293769519154225,23.52153011351098,23.675993295070445,23.473092261286176,23.578121835966495,23.586719003215187,23.30165519347933,23.483193253676824,23.532091321271352,23.639966846135113,23.76333643928331,23.47874234095236,23.600716625444004,23.247094313338422,23.5586332174154,23.80219953674012,23.330724253933447,23.325907127128527,23.56983612589652,23.84120321325201,23.474344909052295,23.69039818951809,23.766410564292183,23.683638248485043,24.09736029922147,23.852307363740255,24.15594419681285,23.68830134466545,23.66716468859605,23.72324223485402,23.511948098559973,23.754895881860328,23.74815479921638,23.553460379646403,23.71943084770503,23.51668179372873,23.536269974786823,23.785735877542507,24.180633945240693,23.80566000118095,24.60293622334726,24.507895595186124,23.53301516094491,23.81801334878924,23.737843414196497,24.030338193116023,24.176896592051015,24.081041757134813,24.072944832930048,24.105282136751185,23.77839725506627,24.139119607886386
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,18.751511003555944,18.71043669426429,18.622819934886376,19.058316043339712,18.924726811318312,18.68412828612377,17.770858962623794,18.555301964079774,18.45862522535563,18.40183463248376,18.166234707554032,18.433885720571773,18.53321582175559,17.78035286162472,18.919632379816612,18.181314547726252,18.961698747041215,18.788798028427244,19.18860308799484,18.341408633010204,18.30775608587986,18.171531066801347,18.34183634923552,19.13588563725334,18.46765357029675,18.37979120221155,18.685683791410575,17.8998985733905,18.83693845249097,18.6576439967786,19.14703781562022,18.81728978524429,18.570547000740305,18.883207504467197,19.36369623380538,19.371595073880886,19.14839478422985,18.808514864659276,18.55087466268077,19.04489836029565,18.566935256418898,18.32220361861425,19.40410511371501,18.73993216176467,18.507138778454788,18.08316862351354,18.471408277144445,18.539027117691138,18.680912837414137,18.518066694221936,19.720261005528872,19.248538247602696,18.95335313721216,19.12857155708272,18.19317718748917,18.536606795790156,18.45269910798591,18.99722627154894,19.336086436378732,18.7479888268512,18.593138538503243,17.731884066613382
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,23.25250216423749,23.12883941968939,22.36676581884413,22.584955879995416,23.18344810324028,23.439247628214975,21.20682565982491,23.107466602804895,23.96871741694541,23.006137637410603,22.675184107196095,22.24950073581954,23.6589965612578,22.736300636023927,23.48948211884233,22.591367345200915,23.408064126176065,22.426402955916117,22.38150168024501,23.15442515306681,23.68665391978137,22.46760152310051,22.27873225590195,23.91012767001777,23.165776127076818,22.911162570941222,21.808385007208734,22.3476703877884,22.91193005682153,22.70703533142943,21.929108138185928,20.60180539774541,21.787175254084183,22.10488754080217,21.969900212626364,22.162088156601037,21.71929296832707,22.271826303927128,22.40144696263209,22.81414900652065,22.661903484731592,22.098175164447635,21.39171298764272,21.144995367097096,21.7876710200344,21.913007356919017,21.705666194509355,20.785374826031525,21.244483083580658,22.323201865117255,22.307537807834468,23.087114531585275,21.84156238023965,21.98464564680273,21.92614662189182,22.322482775788625,21.70327052151882,20.938604281655277,21.53686358712115,21.447578680366465,21.64323521806095,21.73401690007043
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,18.117310828638736,18.69445291970923,18.218305105929737,18.939143847497988,19.14186255423644,18.878639493216713,18.251146463798943,17.93486174456332,18.859402796533793,18.721460562325955,17.84934396736682,18.651696813350753,18.905581235859955,18.725102390230862,18.765621993995868,18.479026802183625,18.782784024747745,18.36390161806617,18.729578255490523,18.43224615406247,18.436571344521884,18.00499826424266,18.28304657161349,18.580209922550253,18.48059244066093,18.783409288723306,18.65709835166593,18.50143238907264,18.88638865020439,18.117819141212475,18.46296433613443,18.01956301606602,18.686204565692034,18.418310699679118,18.79032066944474,18.90637551839084,18.583373574902545,17.979314807000552,18.017400535072095,17.785832568712628,18.3071088732356,18.343202211867457,18.453277668080705,18.49433005814149,17.873662430327663,18.172744187062037,18.919290455466346,18.222159425629915,19.16290224750277,18.09699825476418,18.699055949531036,19.725555584475465,18.125932012584062,18.18761011938479,18.50518244953804,18.011836659667885,18.335948641515174,18.44613233436844,18.0584698890643,18.196917580671897,17.70464203528523,18.046320899829098
O00487,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14,19.151342977306243,20.05415832207964,20.232677950821696,19.750643729756028,19.132425844540688,19.834327149346773,20.081351132796105,18.71360245038059,18.512415330778573,20.0436748218955,18.61522741513272,20.04196490515449,19.553865573292985,19.99652165144184,19.53469995191935,19.30625291520031,19.4476380892918,20.630787116641105,20.08213548919291,19.417869837095633,20.209071974987268,20.064016991810977,19.333155674366235,19.43817395189127,19.863204717734476,18.800319569323825,19.039175472179792,19.310174609680388,19.059672029439916,20.183214781636657,20.071946894140908,19.931262968721875,20.4546125008263,20.475349272483765,20.792254122049957,20.563842555297295,20.149894455015435,19.687939649103114,19.892680723612784,19.101264617926446,19.74513594836144,20.507701057287875,20.25035712995696,18.82478914754383,19.773851184957753,20.596782180232097,19.943380905542934,20.049031241996023,19.096226517222256,20.10870301452237,21.13756084899299,20.98406988543947,19.868918618317604,20.30845816414851,20.554389396801113,19.671628179653407,20.729851233203664,20.980857188945127,20.728845329024104,18.821245688199532,19.450697744931382,20.41210162786111
