pathway,pval,padj,log2err,ES,NES,size,leadingEdge,contrast,database
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,7.600972597464318e-11,1.2181968448650938e-8,0.8390889356212738,0.3538617508181785,1.9020450464308722,479,IDI1;HMGCL;HADHA;GPD1L;NAXD;AKR7A2;DCXR;ACADM;HADHB;COQ7;ALDH5A1;ECHS1;IDH2;ACAT1;CRAT;ALDH6A1;HMGB1;DPYSL2;ETFB;ETFA;COQ5;MPST;HADH;ALDH4A1;ECI1;PNPO;MCCC1;DDAH2;CPT2;PCCB;TST;ACAA2;ECH1;ACO2;FAH;ASAH1;MAT2B;GALK1;GAA;PCBD2;GSTO1;FH;PCCA;IVD;ACAD8;CBR4;SFXN1;COQ8A;C3;ALDH2;GARS1;ACOT9;TALDO1;ACADS;GPT2;LSS;ACADSB;MCEE;ADIPOQ;ACADVL;VDAC1;DPYSL3;FN3K;MDH1;SDHA;GAMT;ECI2;DBT;ACSF2;RIDA;MLYCD;NAGK;BPNT1;SLC27A1;FECH;ACSS2;HIBADH;NUDT3;CYB5R3;GCDH;FGGY;CS;NADK2;HAGH;ADSS1;PLIN5;SLC16A1;NPC2;SUCLA2;NAXE;CPT1B;COQ3;GSK3A;SDHB;PPTC7;FABP3;FAHD2A;SIRT5;PGLS;FBN1;ACSL1;ATP5F1C;GPT;ATP5IF1;OPA1;MECR;STAT5B;DMAC2L;GOT2;L2HGDH;ECHDC3;COX11;NNT;GLUL;APOC2;SUCLG1;ADH1B;AGT;ACAA1;BCAT2;LDHB;THAP4;MDH2;H6PD;PPP2CA;DCTPP1;TTR;HSD17B8;NDUFB11;GSTP1;FABP5;COQ9;SPR;NME1;MMUT;ACOT2;CES2;SULT1A1;PLPBP;ADHFE1;AKR1A1;ECHDC2;GLUD1;ATP5PD;HIBCH;ATP5PO;ATP5F1D;GOT1;PTGES3;PDXP;IDH3G;DNM1L;PANK4;ERH;PGP;DECR1;AK2;NDUFS5;FAHD1;ATP5F1A;IDH3B;ASS1,Aging,GO:BP
GOBP_LIPID_OXIDATION,1.1510796702735725e-10,1.6306961995542277e-8,0.8390889356212738,0.7364849517134961,2.678707833006116,37,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;ACAA2;ECH1;IVD;ACADS;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;FABP3,Aging,GO:BP
GOBP_FATTY_ACID_BETA_OXIDATION,1.846010445110343e-10,2.346297174274254e-8,0.826657301178302,0.7616933726141266,2.6811120179660475,32,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;ACAA2;ECH1;IVD;ACADS;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B,Aging,GO:BP
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,1.932244731755268e-10,2.346297174274254e-8,0.826657301178302,-0.47841426179426694,-2.279074446191144,159,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;SPEG;DES;MYOM2;MYOM3;FLNB;MYBPH;MYOM1;FLNC;PDLIM5;MUSTN1;ACTN4;KLHL40;SPAG9;TPM1;ACTN1;ACTN2;NRAP;YBX3;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;FHL3;SMTN;UCHL1;EEF2;TMOD4;ALPK3;MYH3;XIRP1;MYBPC2;SVIL;JPH2;CSRP1;SYPL2;ACTB;TCAP;CACNA1S;LMNA;COL3A1;WDR1;LMOD3;PDLIM7;JPH1;ACTA1;UTRN;CSRP3;STAC3;HSPB2;LAMA2;TMOD1;CASQ1;ERO1A;KLHL41;MYPN;H3-3A;TNNT1;CD81;MYH7;RYR1,Aging,GO:BP
GOBP_MYOFIBRIL_ASSEMBLY,2.2902146813041316e-10,2.595576638811349e-8,0.826657301178302,-0.6922692384917852,-2.6008260648963177,43,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;NRAP;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;LMOD3;ACTA1;CSRP3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,Aging,GO:BP
GOBP_LIPID_MODIFICATION,3.304862224358611e-10,3.5114161133810236e-8,0.8140358378479079,0.7059149524212357,2.624500219400281,41,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;ACAA2;ECH1;IVD;ACADS;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;FABP3,Aging,GO:BP
GOBP_FATTY_ACID_METABOLIC_PROCESS,4.455514420382799e-10,4.4555144203827994e-8,0.8140358378479079,0.536058394458021,2.390197723188609,104,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;CPT2;PCCB;ACAA2;ECH1;ASAH1;PCCA;IVD;CBR4;C3;ACOT9;ACADS;ACADSB;MCEE;ADIPOQ;ACADVL;ECI2;ACSF2;MLYCD;SLC27A1;ACSS2;GCDH;PLIN5;CPT1B;FABP3;ACSL1;MECR;ECHDC3;APOC2;ACAA1;HSD17B8;GSTP1;FABP5;MMUT;ACOT2;CES2;ECHDC2,Aging,GO:BP
GOBP_MUSCLE_CELL_DIFFERENTIATION,7.362003048561703e-10,6.953002879197163e-8,0.8012155746177786,-0.5249858677356634,-2.3293229610130575,102,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;SPEG;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;ACTN4;KLHL40;SPAG9;TPM1;ACTN1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;UCHL1;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;SYPL2;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;LAMA2;TMOD1;CASQ1;KLHL41;MYPN;H3-3A;TNNT1;CD81;RYR1,Aging,GO:BP
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,9.605924283820128e-10,8.594774359207483e-8,0.7881868108002371,-0.5622883295689755,-2.3931041562204562,82,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;PDLIM5;KLHL40;SPAG9;TPM1;ACTN2;NRAP;CAPN3;ACTN3;TNNT3;MYOZ1;NACA;TMOD4;ALPK3;MYH3;MYBPC2;CSRP1;TCAP;CACNA1S;LMNA;WDR1;LMOD3;ACTA1;CSRP3;STAC3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1;CD81;RYR1,Aging,GO:BP
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,1.5862959462658537e-9,1.2925259914622767e-7,0.7881868108002371,-0.6607060207211192,-2.5437853382090467,48,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;NRAP;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;LMOD3;ACTA1;CSRP3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,Aging,GO:BP
GOBP_LIPID_CATABOLIC_PROCESS,1.5966497541592829e-9,1.2925259914622767e-7,0.7881868108002371,0.6256633489852181,2.5216368446747004,60,HADHA;ACADM;HADHB;ECHS1;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;PRDX6;CPT2;PCCB;ACAA2;ECH1;ASAH1;PCCA;IVD;YWHAH;ACADS;MCEE;ADIPOQ;ACADVL;ECI2;MLYCD;GCDH;PLIN5;CPT1B;ABHD16A;APOC2;ACAA1,Aging,GO:BP
GOBP_SARCOMERE_ORGANIZATION,1.681761350549826e-8,1.2995428617885017e-6,0.7337619883564803,-0.715284522229083,-2.4841374312979703,31,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;CAPN3;TNNT3;MYOZ1;MYH3;MYBPC2;CSRP1;TCAP;WDR1;CSRP3;CASQ1;MYPN;TNNT1,Aging,GO:BP
GOBP_MUSCLE_SYSTEM_PROCESS,2.714483333068453e-8,2.0063572461810305e-6,0.7337619883564803,-0.4514482875401866,-2.11382502064676,141,TTN;MYOF;LMOD2;DES;MYOM2;MYBPH;SYNM;SNTA1;PDLIM5;TNNI2;TPM1;HMOX1;FLNA;ACTN3;TNNT3;HRC;MYOZ1;TMEM38A;CAMK2D;SMTN;TPM2;MYH2;EEF2;TMOD4;MYL1;MYH3;FXYD1;JPH2;GLRX3;MYH1;TNNC2;TCAP;CACNA1S;TRDN;MYH13;LMNA;TPM3;LMOD3;JPH1;ACTA1;STUB1;MAP2K1;UTRN;CALM1;CAMK2G;CSRP3;STAC3;MYH4;TMOD1;CASQ1;SMPX;KLHL41;TNNT1;SSPN;MYH7;RYR1;MYOT,Aging,GO:BP
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,5.553497374350298e-8,3.933727306831461e-6,0.7195128263389107,0.4162784113293312,2.00767342527262,174,HADHA;DCXR;ACADM;HADHB;ALDH5A1;ECHS1;IDH2;ACAT1;CRAT;ETFB;ETFA;HADH;ECI1;MCCC1;CPT2;PCCB;ACAA2;ECH1;FAH;ASAH1;GALK1;PCCA;IVD;CBR4;C3;ACOT9;ACADS;ACADSB;MCEE;ADIPOQ;ACADVL;VDAC1;GAMT;ECI2;ACSF2;MLYCD;SLC27A1;ACSS2;GCDH;HAGH;PLIN5;SLC16A1;CPT1B;FABP3;ACSL1;MECR;ECHDC3;APOC2;ADH1B;ACAA1;LDHB;PPP2CA;HSD17B8;GSTP1;FABP5;MMUT;ACOT2;CES2;AKR1A1;ECHDC2,Aging,GO:BP
GOBP_MUSCLE_ORGAN_DEVELOPMENT,8.197876467040172e-8,5.574555997587317e-6,0.7049757151672383,-0.5058207638408844,-2.1962723501192976,91,PLEC;TTN;NEB;SPEG;DES;MYOM2;FLNB;MYOM1;MUSTN1;KLHL40;TPM1;YBX3;CAPN3;ACTN3;MYOZ1;NACA;FHL3;SMTN;EEF2;MYH3;SVIL;JPH2;TCAP;CACNA1S;LMNA;COL3A1;LMOD3;JPH1;ACTA1;UTRN;CSRP3;STAC3;LAMA2;CASQ1;ERO1A,Aging,GO:BP
GOBP_ORGANELLE_ASSEMBLY,9.325349392320396e-8,6.097343833440259e-6,0.7049757151672383,-0.4015498764546374,-1.953707124215971,186,OBSCN;SYNPO2L;PLEC;TTN;SQSTM1;LMOD2;NEB;MYOM2;MYOM3;STBD1;RPL24;MYBPH;MYOM1;FLNC;RPS23;RPL38;TPM1;ACTN2;KPNB1;NRAP;CAPN3;FLNA;TNNT3;MYOZ1;RPS19;CAPRIN1;RPS27;LRBA;MAPT;TMOD4;MSN;RPS5;MYH3;EZR;MYBPC2;RPS15;CSRP1;MAP1LC3B2;EIF5;RPS3;DYNC1H1;RPS14;TCAP;DDX3X;BAG3;EIF2A;WDR1;LMOD3;RPL5;ACTA1;SYNPO;MAPRE1;CSRP3;PIP4K2B;MAP4;TMOD1;CASQ1,Aging,GO:BP
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,1.4255875749842247e-7,8.975921768419193e-6,0.6901324587967956,-0.49064510498542085,-2.163488005832383,99,RPS7;RPL24;EIF3C;RPS27A;RPS23;RPL38;SNRPD3;RPS3A;CELF1;UTP15;EIF3G;RPS19;RPS27;RPS24;RPL35;EIF3M;RPS5;RPS25;EIF2S3;RPL35A;RPS15;EIF5;EIF3D;RPS21;RPS14;DDX3X;RPS17;EIF2A;EIF3A;RPL5;RPS12;DDX39B;TRMT112;RPL26;RPL7A;RPLP0;RPS13;EIF3J;EIF3I;EIF3K;RPL11;EIF3L;C1QBP;EIF3B;RPS16;RPL13A;PUF60,Aging,GO:BP
GOBP_CYTOSKELETON_ORGANIZATION,1.8067973627885155e-7,1.064147564194071e-5,0.6901324587967956,-0.3653809516301485,-1.8544952723755042,267,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;DES;MYOM2;MYOM3;SYNPO2;FLNB;MYBPH;CLIC4;MYOM1;SYNM;TRIM54;FLNC;VIM;PDLIM5;ACTN4;PREX1;TPM1;ACTN1;ACTN2;DYNLT1;KPNB1;NRAP;CAPN3;CAPZA1;FLNA;ACTN3;TNNT3;MYOZ1;CAPZA2;TUBA4A;FHL3;TPM2;MAPT;CHP1;TMOD4;MSN;VCP;MYH3;EZR;XIRP1;MYBPC2;NEXN;SVIL;ABLIM2;CAPZB;CSRP1;CORO6;RPS3;DYNC1H1;TUBA8;ACTB;TCAP;TRDN;LMNA;TPM3;WDR1;LMOD3;PDLIM7;ACTA1;MAPK1;MYO6,Aging,GO:BP
GOBP_MUSCLE_CONTRACTION,1.8153105506840035e-7,1.064147564194071e-5,0.6901324587967956,-0.46624434233100426,-2.120600385189511,118,TTN;MYOF;LMOD2;DES;MYOM2;MYBPH;SYNM;SNTA1;TNNI2;TPM1;FLNA;ACTN3;TNNT3;HRC;TMEM38A;CAMK2D;SMTN;TPM2;MYH2;EEF2;TMOD4;MYL1;MYH3;FXYD1;JPH2;MYH1;TNNC2;TCAP;CACNA1S;TRDN;MYH13;TPM3;LMOD3;JPH1;ACTA1;STUB1;MAP2K1;UTRN;CALM1;CSRP3;STAC3;MYH4;TMOD1;CASQ1;SMPX;KLHL41;TNNT1;SSPN;MYH7;RYR1;MYOT,Aging,GO:BP
GOBP_RIBOSOME_BIOGENESIS,3.585733738527514e-7,2.031915785165591e-5,0.674962860011025,-0.5703035844645821,-2.2764289380199507,57,RPS7;RPL24;RPS27A;RPS23;RPL38;RPS3A;UTP15;RPS19;RPS27;RPS24;RPL35;RPS5;RPS25;RPL35A;RPS15;EIF5;RPS21;RPS14;DDX3X;RPS17;EIF2A;RPL5;RPS12;TRMT112;RPL26;RPL7A;RPLP0;RPS13,Aging,GO:BP
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,4.2385964539806114e-7,2.324391603795819e-5,0.674962860011025,0.7716615271745011,2.3689265221041764,19,HMGCL;ECHS1;ACAT1;ALDH6A1;MCCC1;PCCB;PCCA;IVD;ACAD8;ACADSB;DBT;HIBADH,Aging,GO:BP
GOBP_AMINO_ACID_CATABOLIC_PROCESS,6.802943432093366e-7,3.6140636982996e-5,0.6594443980379349,0.6203358130096404,2.306328080686616,41,HMGCL;ALDH5A1;ECHS1;ACAT1;ALDH6A1;ETFB;ETFA;ALDH4A1;MCCC1;FAH;IVD;ACAD8;GPT2;ACADSB;DBT;RIDA;HIBADH;GPT;GOT2;GLUL;BCAT2;ADHFE1;GLUD1;HIBCH;GOT1,Aging,GO:BP
GOBP_AMINO_ACID_METABOLIC_PROCESS,7.160899750998573e-7,3.6889483565750226e-5,0.6594443980379349,0.477683768625937,2.0999467820231064,96,HMGCL;ALDH5A1;ECHS1;ACAT1;ALDH6A1;ETFB;ETFA;MPST;ALDH4A1;MCCC1;DDAH2;PCCB;FAH;FH;PCCA;IVD;ACAD8;GARS1;GPT2;ACADSB;DBT;RIDA;HIBADH;GCDH;ADSS1;HARS1;LRRC47;GPT;GOT2;GLUL;BCAT2;THAP4;IARS2;AARS1;VARS1;MMUT;ADHFE1;GLUD1;SARS2;HIBCH;GOT1,Aging,GO:BP
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,9.691680654053178e-7,4.845840327026589e-5,0.6435518361507222,-0.385367803877691,-1.8813800743125166,194,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;DES;MYOM2;MYOM3;SYNPO2;MYBPH;MYOM1;TRIM54;FLNC;VIM;PREX1;TPM1;ACTN1;ACTN2;KPNB1;NRAP;CAPN3;CAPZA1;FLNA;TNNT3;MYOZ1;CAPZA2;TPM2;MAPT;CHP1;TMOD4;MYH3;EZR;XIRP1;MYBPC2;SVIL;CAPZB;CSRP1;CORO6;RPS3;DYNC1H1;TCAP;TRDN;COL3A1;TPM3;WDR1;LMOD3;ACTA1;MYO6;COL1A1;SYNPO;MAPRE1;CSRP3;HSPA8;MAP4;TMOD1;CASQ1;ERO1A;TMSB4X,Aging,GO:BP
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,1.5440634011099735e-6,7.499736519677014e-5,0.6435518361507222,-0.5164085227164886,-2.1451065958417717,72,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;MYBPH;MYOM1;FLNC;TPM1;ACTN2;NRAP;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;LMOD3;ACTA1;SYNPO;CSRP3;TMOD1;CASQ1;KLHL41;MYPN;TNNT1,Aging,GO:BP
GOBP_ACTIN_FILAMENT_BASED_PROCESS,1.840088657159889e-6,8.689307547699475e-5,0.6435518361507222,-0.3836305168232192,-1.857233654552854,182,OBSCN;SYNPO2L;PLEC;TTN;LMOD2;NEB;MYOM2;MYOM3;SYNPO2;FLNB;MYBPH;MYOM1;SNTA1;FLNC;PDLIM5;ACTN4;PREX1;TPM1;ACTN1;ACTN2;NRAP;CAPN3;CAPZA1;FLNA;ACTN3;TNNT3;MYOZ1;CAPZA2;FHL3;CAMK2D;TPM2;MYH2;TMOD4;MYL1;MYH3;EZR;XIRP1;MYBPC2;SVIL;CAPZB;CSRP1;CORO6;ACTB;TCAP;TPM3;WDR1;LMOD3;PDLIM7;ACTA1;MYO6;SYNPO,Aging,GO:BP
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,1.384952834266644e-5,6.363296806089986e-4,0.5933254763964051,0.5217053652993965,2.0828627634226677,57,HMGCL;ALDH5A1;ACAT1;ALDH6A1;MPST;ALDH4A1;MCCC1;DDAH2;FAH;FH;IVD;ACAD8;GPT2;ACADSB;RIDA;HIBADH;GCDH;ADSS1;GPT;GOT2;GLUL;BCAT2;THAP4;MMUT;ADHFE1;GLUD1;HIBCH;GOT1,Aging,GO:BP
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1.5073683250800994e-5,6.743489875358339e-4,0.5933254763964051,-0.6467894062793739,-2.228193888819719,30,RPS7;RPS27A;RPS23;RPS3A;UTP15;RPS19;RPS27;RPS24;RPS5;RPS25;RPS15;RPS21;RPS14;RPS17;RPS12;TRMT112,Aging,GO:BP
